,name,university,school,school_location,company,a_levels,run,key,score
236,Ben Clarke,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,de04e33d1877aec26bfefe5ce55d3572fcd76205f666680fa8887e25474c3bce,90
237,Ben Clarke,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,fde37c5e483b75ecce167b8f5e62a8873b870cdc7d34f1776deacdd7893d5497,85
238,Ben Clarke,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,fde37c5e483b75ecce167b8f5e62a8873b870cdc7d34f1776deacdd7893d5497,87
239,Ben Clarke,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,fde37c5e483b75ecce167b8f5e62a8873b870cdc7d34f1776deacdd7893d5497,90
240,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,77c0d9d0472118609ea5fb18fe6ef54f126fd957a617e0056ccb6b4c1b88215d,85
241,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,77c0d9d0472118609ea5fb18fe6ef54f126fd957a617e0056ccb6b4c1b88215d,85
242,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,77c0d9d0472118609ea5fb18fe6ef54f126fd957a617e0056ccb6b4c1b88215d,85
243,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,9dc2645253409fd1d88669ebbcb4495e66be7e447d49b4072c3a19caaf450eea,90
244,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,9dc2645253409fd1d88669ebbcb4495e66be7e447d49b4072c3a19caaf450eea,90
245,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,9dc2645253409fd1d88669ebbcb4495e66be7e447d49b4072c3a19caaf450eea,90
246,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,ea52ebeacedf32f28d9400ea6a678997ef42c1a5564c2a8332b4b733525a1a6f,90
247,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,ea52ebeacedf32f28d9400ea6a678997ef42c1a5564c2a8332b4b733525a1a6f,87
248,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,ea52ebeacedf32f28d9400ea6a678997ef42c1a5564c2a8332b4b733525a1a6f,87
249,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,84742c9d41df05d7b84d4c5c7925968e1709e1ccc34a911ffd2a8a17ed8c09a4,90
250,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,84742c9d41df05d7b84d4c5c7925968e1709e1ccc34a911ffd2a8a17ed8c09a4,85
251,Chloe Davies,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,84742c9d41df05d7b84d4c5c7925968e1709e1ccc34a911ffd2a8a17ed8c09a4,90
252,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,a6588627f35359e106f4d50313ee5580be44e06beee908eedceea81231e7800c,90
253,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,a6588627f35359e106f4d50313ee5580be44e06beee908eedceea81231e7800c,90
254,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,a6588627f35359e106f4d50313ee5580be44e06beee908eedceea81231e7800c,85
255,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,49b55cbc1e5e94a57dab736b251c70acbff9fffaf23e2b08a0e52c15824d0370,85
256,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,49b55cbc1e5e94a57dab736b251c70acbff9fffaf23e2b08a0e52c15824d0370,90
257,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,49b55cbc1e5e94a57dab736b251c70acbff9fffaf23e2b08a0e52c15824d0370,85
258,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,4d368c1b5951dbe1aacb8b9b713e17ccb7888ef73bd5c1d3db6da60b7c80f643,85
259,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,4d368c1b5951dbe1aacb8b9b713e17ccb7888ef73bd5c1d3db6da60b7c80f643,85
260,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,4d368c1b5951dbe1aacb8b9b713e17ccb7888ef73bd5c1d3db6da60b7c80f643,90
261,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,316032e73ce8b07c37a236c38785daf27c51f66e1ac6462f5ab83a7a66a0f346,90
262,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,316032e73ce8b07c37a236c38785daf27c51f66e1ac6462f5ab83a7a66a0f346,85
263,Chloe Davies,University of Edinburgh,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,316032e73ce8b07c37a236c38785daf27c51f66e1ac6462f5ab83a7a66a0f346,95
264,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,060ff64b573f0945b84268ee775c1b410d6b48cf9225a0ef7b7271153c64a22f,95
265,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,060ff64b573f0945b84268ee775c1b410d6b48cf9225a0ef7b7271153c64a22f,90
266,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,060ff64b573f0945b84268ee775c1b410d6b48cf9225a0ef7b7271153c64a22f,85
267,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,83a7de0dd1ae4868d0de97edd3d4007129a0ab2921806d115d595dca20a14956,85
268,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,83a7de0dd1ae4868d0de97edd3d4007129a0ab2921806d115d595dca20a14956,90
269,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,83a7de0dd1ae4868d0de97edd3d4007129a0ab2921806d115d595dca20a14956,90
270,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,d7f9bb990f77fd30de57b1e31ff8143f9f238cd0dcc1158aa3fbe9b60da452f4,85
271,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,d7f9bb990f77fd30de57b1e31ff8143f9f238cd0dcc1158aa3fbe9b60da452f4,90
272,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,d7f9bb990f77fd30de57b1e31ff8143f9f238cd0dcc1158aa3fbe9b60da452f4,90
273,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,a618044d7f680b590550b2e8f5502d2ebdfbf354146e5b052d0ed63583739514,90
274,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,a618044d7f680b590550b2e8f5502d2ebdfbf354146e5b052d0ed63583739514,90
275,Chloe Davies,University of Bristol,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,a618044d7f680b590550b2e8f5502d2ebdfbf354146e5b052d0ed63583739514,90
276,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,a882c3dd91cec77f67c07be16a2ea981919f5baef469fde14eac901451e4aefb,85
277,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,a882c3dd91cec77f67c07be16a2ea981919f5baef469fde14eac901451e4aefb,85
278,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,a882c3dd91cec77f67c07be16a2ea981919f5baef469fde14eac901451e4aefb,85
279,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,436e7f8298974af7703852821ce3b8173ef99731e3a0e4e914849f4324f70e42,90
280,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,436e7f8298974af7703852821ce3b8173ef99731e3a0e4e914849f4324f70e42,85
281,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,436e7f8298974af7703852821ce3b8173ef99731e3a0e4e914849f4324f70e42,90
282,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,89781c91f57e2a54e271e3721f5c3288d1a5ca8238fdd52b7ca3e0f24820adc9,85
283,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,89781c91f57e2a54e271e3721f5c3288d1a5ca8238fdd52b7ca3e0f24820adc9,90
284,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,89781c91f57e2a54e271e3721f5c3288d1a5ca8238fdd52b7ca3e0f24820adc9,90
285,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,270adf7f16807442ae2b9af08a44d85c977657e9b9be650b21818ceccb62469d,90
286,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,270adf7f16807442ae2b9af08a44d85c977657e9b9be650b21818ceccb62469d,85
287,Chloe Davies,Cardiff University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,270adf7f16807442ae2b9af08a44d85c977657e9b9be650b21818ceccb62469d,85
288,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,46cee1c7e0140eb791880952cbf027ec964614d4979a23af8cd6ed40ac8626f3,90
289,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,46cee1c7e0140eb791880952cbf027ec964614d4979a23af8cd6ed40ac8626f3,90
290,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,46cee1c7e0140eb791880952cbf027ec964614d4979a23af8cd6ed40ac8626f3,85
291,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,5c03d593281231f50ed6e1bfc7f82ef2a6cb9b68b079a278df0d1e66c1012c91,85
292,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,5c03d593281231f50ed6e1bfc7f82ef2a6cb9b68b079a278df0d1e66c1012c91,90
293,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,5c03d593281231f50ed6e1bfc7f82ef2a6cb9b68b079a278df0d1e66c1012c91,85
294,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,0ddc5da04118bfd27288c506214ea2754bc4e9eccef392801c82bc717442334b,85
295,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,0ddc5da04118bfd27288c506214ea2754bc4e9eccef392801c82bc717442334b,95
296,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,0ddc5da04118bfd27288c506214ea2754bc4e9eccef392801c82bc717442334b,90
297,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,229f160107cb1d719c385f4c4fedf9aadf1884634df1f75027cbdf193b2c3e7f,90
298,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,229f160107cb1d719c385f4c4fedf9aadf1884634df1f75027cbdf193b2c3e7f,85
299,Chloe Davies,University of Oxford,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,229f160107cb1d719c385f4c4fedf9aadf1884634df1f75027cbdf193b2c3e7f,85
300,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,db5e1acf942a6bbc9267149b349acc5861a978e64a970e4bbb780dbc6b687478,90
301,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,db5e1acf942a6bbc9267149b349acc5861a978e64a970e4bbb780dbc6b687478,85
302,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,db5e1acf942a6bbc9267149b349acc5861a978e64a970e4bbb780dbc6b687478,90
303,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,756c0276ed1e22e031e89813239dd8820127a9e341dab9ba082754e95c47b493,90
304,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,756c0276ed1e22e031e89813239dd8820127a9e341dab9ba082754e95c47b493,90
305,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,756c0276ed1e22e031e89813239dd8820127a9e341dab9ba082754e95c47b493,95
306,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,212fce4f5f9822613be9b0d5de60ee9cd76b847619ffa6bbca8736da567d1420,90
307,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,212fce4f5f9822613be9b0d5de60ee9cd76b847619ffa6bbca8736da567d1420,85
308,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,212fce4f5f9822613be9b0d5de60ee9cd76b847619ffa6bbca8736da567d1420,90
309,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,56503826e08537cafcb7a7ec4606d0694cf951299eda101f9c34704f6f62eb8f,90
310,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,56503826e08537cafcb7a7ec4606d0694cf951299eda101f9c34704f6f62eb8f,85
311,Chloe Davies,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,56503826e08537cafcb7a7ec4606d0694cf951299eda101f9c34704f6f62eb8f,95
312,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,5259f38ca38fc3ba5e972e9290492f94ba2fa93ed09a2cf9bbccce33482c3294,85
313,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,5259f38ca38fc3ba5e972e9290492f94ba2fa93ed09a2cf9bbccce33482c3294,90
314,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,5259f38ca38fc3ba5e972e9290492f94ba2fa93ed09a2cf9bbccce33482c3294,90
315,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,fb3f681d18e76e83f7d6002c0b19502a98d7f3437f57b4e27f15043c623bbba2,85
316,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,fb3f681d18e76e83f7d6002c0b19502a98d7f3437f57b4e27f15043c623bbba2,85
317,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,fb3f681d18e76e83f7d6002c0b19502a98d7f3437f57b4e27f15043c623bbba2,95
318,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,3d25348c24eccd65a4074c343a8438bb79b0c1b25a8bd5ff5b83307fdf8bbff7,87
319,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,3d25348c24eccd65a4074c343a8438bb79b0c1b25a8bd5ff5b83307fdf8bbff7,90
320,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,3d25348c24eccd65a4074c343a8438bb79b0c1b25a8bd5ff5b83307fdf8bbff7,87
321,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,ff97d287055838357f3ba0d62a1307c4e29b8f20981c0620613d8798fd9eb432,85
322,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,ff97d287055838357f3ba0d62a1307c4e29b8f20981c0620613d8798fd9eb432,85
323,Chloe Davies,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,ff97d287055838357f3ba0d62a1307c4e29b8f20981c0620613d8798fd9eb432,85
324,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,0aabc0eaf62624152875e1b7cb75bbaf54fa438763e0deceacd36816e8803691,85
325,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,0aabc0eaf62624152875e1b7cb75bbaf54fa438763e0deceacd36816e8803691,80
326,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,0aabc0eaf62624152875e1b7cb75bbaf54fa438763e0deceacd36816e8803691,85
327,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,7118df545f3bbc58071afe43a9b8480a033902ae2f09a27122ccd84e838341ac,85
328,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,7118df545f3bbc58071afe43a9b8480a033902ae2f09a27122ccd84e838341ac,90
329,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,7118df545f3bbc58071afe43a9b8480a033902ae2f09a27122ccd84e838341ac,85
330,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,9efc1b99ece8e742dea92419848a54264eb2f185279c2981e865c94e006cdc82,85
331,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,9efc1b99ece8e742dea92419848a54264eb2f185279c2981e865c94e006cdc82,85
332,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,9efc1b99ece8e742dea92419848a54264eb2f185279c2981e865c94e006cdc82,90
333,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,c9f18881ba4edc5a5cf769cf06d660258523aeede7f0d95413f916b121e7ab71,87
334,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,c9f18881ba4edc5a5cf769cf06d660258523aeede7f0d95413f916b121e7ab71,87
335,Chloe Davies,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,c9f18881ba4edc5a5cf769cf06d660258523aeede7f0d95413f916b121e7ab71,85
336,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,08dc7ec177e4dd1d30ee48e082197f4023ebd3e7fad50669f8934b2d9af7db77,95
337,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,08dc7ec177e4dd1d30ee48e082197f4023ebd3e7fad50669f8934b2d9af7db77,85
338,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,08dc7ec177e4dd1d30ee48e082197f4023ebd3e7fad50669f8934b2d9af7db77,90
339,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,0927f708c2cd51cedd93583281e09cbcfd33284a535898d6d9f622327cc04c78,90
340,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,0927f708c2cd51cedd93583281e09cbcfd33284a535898d6d9f622327cc04c78,90
341,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,0927f708c2cd51cedd93583281e09cbcfd33284a535898d6d9f622327cc04c78,95
342,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,8bc0158fc2509d61d8ae56730223cb973a253a6cd9168685be89f1614bf801cf,90
343,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,8bc0158fc2509d61d8ae56730223cb973a253a6cd9168685be89f1614bf801cf,95
344,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,8bc0158fc2509d61d8ae56730223cb973a253a6cd9168685be89f1614bf801cf,95
345,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,b52a7c7b73da9bf696eb2d8a4ea9bb21606b2fcf45a986a4ddbe478479bcf0fa,85
346,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,b52a7c7b73da9bf696eb2d8a4ea9bb21606b2fcf45a986a4ddbe478479bcf0fa,85
347,Chloe Davies,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,b52a7c7b73da9bf696eb2d8a4ea9bb21606b2fcf45a986a4ddbe478479bcf0fa,90
348,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,e15229d01c6df24c5cd5c511ed0bf3d75dfe1d77fd750d2af2e56a643b7b8ebf,90
349,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,e15229d01c6df24c5cd5c511ed0bf3d75dfe1d77fd750d2af2e56a643b7b8ebf,87
350,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,e15229d01c6df24c5cd5c511ed0bf3d75dfe1d77fd750d2af2e56a643b7b8ebf,85
351,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,360fc65ead4a9af54e183bfea48ca163b73756afcaa8c1e9b5cd770abc864aae,95
352,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,360fc65ead4a9af54e183bfea48ca163b73756afcaa8c1e9b5cd770abc864aae,90
353,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,360fc65ead4a9af54e183bfea48ca163b73756afcaa8c1e9b5cd770abc864aae,90
354,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,17f2e9a96f40c6d2aa71add00d9560a7595006adf85ade0789d937291d1770b4,90
355,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,17f2e9a96f40c6d2aa71add00d9560a7595006adf85ade0789d937291d1770b4,90
356,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,17f2e9a96f40c6d2aa71add00d9560a7595006adf85ade0789d937291d1770b4,85
357,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,3125e2cb5cf6cc8255525d48f4b00fe630f0a27cf5db055494f2f36baca44a39,95
358,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,3125e2cb5cf6cc8255525d48f4b00fe630f0a27cf5db055494f2f36baca44a39,90
359,Chloe Davies,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,3125e2cb5cf6cc8255525d48f4b00fe630f0a27cf5db055494f2f36baca44a39,85
360,David Evans,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,98b5ab103253e1ccb2f3297a065b7f3ecb214ffadd2f4e76f9e58baaa2a2f304,85
361,David Evans,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,98b5ab103253e1ccb2f3297a065b7f3ecb214ffadd2f4e76f9e58baaa2a2f304,85
362,David Evans,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,98b5ab103253e1ccb2f3297a065b7f3ecb214ffadd2f4e76f9e58baaa2a2f304,90
363,David Evans,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,5f77c1dd16b8970977e6f6efff6d01f81092a54ebb49278e5ff18577cb4a6b6c,85
364,David Evans,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,5f77c1dd16b8970977e6f6efff6d01f81092a54ebb49278e5ff18577cb4a6b6c,88
365,David Evans,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,5f77c1dd16b8970977e6f6efff6d01f81092a54ebb49278e5ff18577cb4a6b6c,85
